video_name,frame_number,label
video (2).avi,0,0
video (2).avi,1,0
video (2).avi,2,0
video (2).avi,3,0
video (2).avi,4,0
video (2).avi,5,0
video (2).avi,6,0
video (2).avi,7,0
video (2).avi,8,0
video (2).avi,9,0
video (2).avi,10,0
video (2).avi,11,0
video (2).avi,12,0
video (2).avi,13,0
video (2).avi,14,0
video (2).avi,15,0
video (2).avi,16,0
video (2).avi,17,0
video (2).avi,18,0
video (2).avi,19,0
video (2).avi,20,0
video (2).avi,21,0
video (2).avi,22,0
video (2).avi,23,0
video (2).avi,24,0
video (2).avi,25,0
video (2).avi,26,0
video (2).avi,27,0
video (2).avi,28,0
video (2).avi,29,0
video (2).avi,30,0
video (2).avi,31,0
video (2).avi,32,0
video (2).avi,33,0
video (2).avi,34,0
video (2).avi,35,0
video (2).avi,36,0
video (2).avi,37,0
video (2).avi,38,0
video (2).avi,39,0
video (2).avi,40,0
video (2).avi,41,0
video (2).avi,42,0
video (2).avi,43,0
video (2).avi,44,0
video (2).avi,45,0
video (2).avi,46,0
video (2).avi,47,0
video (2).avi,48,0
video (2).avi,49,0
video (2).avi,50,0
video (2).avi,51,0
video (2).avi,52,0
video (2).avi,53,0
video (2).avi,54,0
video (2).avi,55,0
video (2).avi,56,0
video (2).avi,57,0
video (2).avi,58,0
video (2).avi,59,0
video (2).avi,60,0
video (2).avi,61,0
video (2).avi,62,0
video (2).avi,63,0
video (2).avi,64,0
video (2).avi,65,0
video (2).avi,66,0
video (2).avi,67,0
video (2).avi,68,0
video (2).avi,69,0
video (2).avi,70,0
video (2).avi,71,0
video (2).avi,72,0
video (2).avi,73,0
video (2).avi,74,0
video (2).avi,75,0
video (2).avi,76,0
video (2).avi,77,0
video (2).avi,78,0
video (2).avi,79,0
video (2).avi,80,0
video (2).avi,81,0
video (2).avi,82,0
video (2).avi,83,0
video (2).avi,84,0
video (2).avi,85,0
video (2).avi,86,0
video (2).avi,87,0
video (2).avi,88,0
video (2).avi,89,0
video (2).avi,90,0
video (2).avi,91,0
video (2).avi,92,0
video (2).avi,93,0
video (2).avi,94,0
video (2).avi,95,0
video (2).avi,96,0
video (2).avi,97,0
video (2).avi,98,0
video (2).avi,99,0
video (2).avi,100,0
video (2).avi,101,0
video (2).avi,102,0
video (2).avi,103,0
video (2).avi,104,0
video (2).avi,105,0
video (2).avi,106,0
video (2).avi,107,0
video (2).avi,108,0
video (2).avi,109,0
video (2).avi,110,0
video (2).avi,111,0
video (2).avi,112,0
video (2).avi,113,0
video (2).avi,114,0
video (2).avi,115,0
video (2).avi,116,0
video (2).avi,117,0
video (2).avi,118,0
video (2).avi,119,0
video (2).avi,120,0
video (2).avi,121,0
video (2).avi,122,0
video (2).avi,123,0
video (2).avi,124,0
video (2).avi,125,0
video (2).avi,126,0
video (2).avi,127,0
video (2).avi,128,0
video (2).avi,129,0
video (2).avi,130,0
video (2).avi,131,0
video (2).avi,132,0
video (2).avi,133,0
video (2).avi,134,0
video (2).avi,135,0
video (2).avi,136,0
video (2).avi,137,0
video (2).avi,138,0
video (2).avi,139,0
video (2).avi,140,0
video (2).avi,141,0
video (2).avi,142,0
video (2).avi,143,0
video (2).avi,144,0
video (2).avi,145,0
video (2).avi,146,0
video (2).avi,147,0
video (2).avi,148,0
video (2).avi,149,0
video (2).avi,150,0
video (2).avi,151,0
video (2).avi,152,0
video (2).avi,153,0
video (2).avi,154,0
video (2).avi,155,0
video (2).avi,156,0
video (2).avi,157,0
video (2).avi,158,0
video (2).avi,159,0
video (2).avi,160,0
video (2).avi,161,0
video (2).avi,162,0
video (2).avi,163,0
video (2).avi,164,0
video (2).avi,165,0
video (2).avi,166,0
video (2).avi,167,0
video (2).avi,168,0
video (2).avi,169,0
video (2).avi,170,0
video (2).avi,171,0
video (2).avi,172,0
video (2).avi,173,0
video (2).avi,174,0
video (2).avi,175,0
video (2).avi,176,0
video (2).avi,177,0
video (2).avi,178,0
video (2).avi,179,0
video (2).avi,180,0
video (2).avi,181,0
video (2).avi,182,0
video (2).avi,183,0
video (2).avi,184,0
video (2).avi,185,0
video (2).avi,186,0
video (2).avi,187,0
video (2).avi,188,0
video (2).avi,189,0
video (2).avi,190,0
video (2).avi,191,0
video (2).avi,192,1
video (2).avi,193,1
video (2).avi,194,1
video (2).avi,195,1
video (2).avi,196,1
video (2).avi,197,1
video (2).avi,198,1
video (2).avi,199,1
video (2).avi,200,1
video (2).avi,201,1
video (2).avi,202,1
video (2).avi,203,1
video (2).avi,204,1
video (2).avi,205,1
video (2).avi,206,1
video (2).avi,207,1
video (2).avi,208,1
video (2).avi,209,1
video (2).avi,210,1
video (2).avi,211,1
video (2).avi,212,1
video (2).avi,213,1
video (2).avi,214,1
video (2).avi,215,1
video (2).avi,216,1
video (2).avi,217,1
video (2).avi,218,1
video (2).avi,219,1
video (2).avi,220,0
video (2).avi,221,0
video (2).avi,222,0
video (2).avi,223,0
video (2).avi,224,0
video (2).avi,225,0
video (2).avi,226,0
video (2).avi,227,0
video (2).avi,228,0
video (2).avi,229,0
video (2).avi,230,0
video (2).avi,231,0
video (2).avi,232,0
video (2).avi,233,0
