video_name,frame_number,label
video (16).avi,0,0
video (16).avi,1,0
video (16).avi,2,0
video (16).avi,3,0
video (16).avi,4,0
video (16).avi,5,0
video (16).avi,6,0
video (16).avi,7,0
video (16).avi,8,0
video (16).avi,9,0
video (16).avi,10,0
video (16).avi,11,0
video (16).avi,12,0
video (16).avi,13,0
video (16).avi,14,0
video (16).avi,15,0
video (16).avi,16,0
video (16).avi,17,0
video (16).avi,18,0
video (16).avi,19,0
video (16).avi,20,0
video (16).avi,21,0
video (16).avi,22,0
video (16).avi,23,0
video (16).avi,24,0
video (16).avi,25,0
video (16).avi,26,0
video (16).avi,27,0
video (16).avi,28,0
video (16).avi,29,0
video (16).avi,30,0
video (16).avi,31,0
video (16).avi,32,0
video (16).avi,33,0
video (16).avi,34,0
video (16).avi,35,0
video (16).avi,36,0
video (16).avi,37,0
video (16).avi,38,0
video (16).avi,39,0
video (16).avi,40,0
video (16).avi,41,0
video (16).avi,42,0
video (16).avi,43,0
video (16).avi,44,0
video (16).avi,45,0
video (16).avi,46,1
video (16).avi,47,1
video (16).avi,48,1
video (16).avi,49,1
video (16).avi,50,1
video (16).avi,51,1
video (16).avi,52,1
video (16).avi,53,1
video (16).avi,54,1
video (16).avi,55,1
video (16).avi,56,1
video (16).avi,57,1
video (16).avi,58,1
video (16).avi,59,1
video (16).avi,60,1
video (16).avi,61,1
video (16).avi,62,1
video (16).avi,63,1
video (16).avi,64,1
video (16).avi,65,1
video (16).avi,66,0
video (16).avi,67,0
video (16).avi,68,0
video (16).avi,69,0
video (16).avi,70,0
video (16).avi,71,0
video (16).avi,72,0
video (16).avi,73,0
video (16).avi,74,0
video (16).avi,75,0
video (16).avi,76,0
video (16).avi,77,0
video (16).avi,78,0
video (16).avi,79,0
video (16).avi,80,0
video (16).avi,81,0
video (16).avi,82,0
video (16).avi,83,0
video (16).avi,84,0
video (16).avi,85,0
video (16).avi,86,0
video (16).avi,87,0
video (16).avi,88,0
video (16).avi,89,0
video (16).avi,90,0
video (16).avi,91,0
video (16).avi,92,0
video (16).avi,93,0
video (16).avi,94,0
video (16).avi,95,0
video (16).avi,96,0
video (16).avi,97,0
video (16).avi,98,0
video (16).avi,99,0
video (16).avi,100,0
video (16).avi,101,0
video (16).avi,102,0
video (16).avi,103,0
video (16).avi,104,0
video (16).avi,105,0
video (16).avi,106,0
video (16).avi,107,0
video (16).avi,108,0
video (16).avi,109,0
video (16).avi,110,0
video (16).avi,111,0
video (16).avi,112,0
video (16).avi,113,0
video (16).avi,114,0
video (16).avi,115,0
video (16).avi,116,0
video (16).avi,117,0
video (16).avi,118,0
video (16).avi,119,0
video (16).avi,120,0
video (16).avi,121,0
video (16).avi,122,0
video (16).avi,123,0
video (16).avi,124,0
video (16).avi,125,0
video (16).avi,126,0
video (16).avi,127,0
video (16).avi,128,0
video (16).avi,129,0
video (16).avi,130,0
video (16).avi,131,0
video (16).avi,132,0
video (16).avi,133,0
video (16).avi,134,0
video (16).avi,135,0
video (16).avi,136,0
video (16).avi,137,0
video (16).avi,138,0
video (16).avi,139,0
video (16).avi,140,0
video (16).avi,141,0
video (16).avi,142,0
video (16).avi,143,0
video (16).avi,144,0
video (16).avi,145,0
video (16).avi,146,0
video (16).avi,147,0
video (16).avi,148,0
video (16).avi,149,0
video (16).avi,150,0
video (16).avi,151,0
video (16).avi,152,0
video (16).avi,153,0
video (16).avi,154,0
video (16).avi,155,0
video (16).avi,156,0
video (16).avi,157,0
video (16).avi,158,0
video (16).avi,159,0
video (16).avi,160,0
video (16).avi,161,0
video (16).avi,162,0
video (16).avi,163,0
video (16).avi,164,0
video (16).avi,165,0
video (16).avi,166,0
video (16).avi,167,0
video (16).avi,168,0
video (16).avi,169,0
video (16).avi,170,0
video (16).avi,171,0
video (16).avi,172,0
video (16).avi,173,0
video (16).avi,174,0
video (16).avi,175,0
video (16).avi,176,0
